hotspot_id,hotspot_type,hotspot_name,police_station,latitude,longitude,violation_count,unique_vehicle_count,repeat_vehicle_count,large_vehicle_share,main_road_violation_share,peak_hour_share,active_days,latest_datetime,top_violation_type,hotspot_severity
U-c6a29c8e,Discovered Unknown,Unknown Hotspot U-0026,Halasur,12.9734433,77.6188824,3037,2453,43,0.1778,0.0635,0.0547,148,2024-04-07T23:35:46+00:00,NO PARKING,57.81
N-2fb5e349,Named Junction,BTP040 - Elite Junction,Upparpet,12.9765967,77.5766022,10718,8428,247,0.0303,0.0116,0.1147,152,2024-04-08T05:37:46+00:00,NO PARKING,57.5
U-10e61a8b,Discovered Unknown,Unknown Hotspot U-0038,Jeevanbheemanagar,12.9597028,77.6474294,1260,1156,13,0.3056,0.081,0.0317,131,2024-04-07T03:18:46+00:00,NO PARKING,57.5
N-5286fee2,Named Junction,BTP044 - Sagar Theatre Junction,Upparpet,12.9750545,77.5789751,10049,7754,269,0.0555,0.0412,0.0984,152,2024-04-08T05:13:46+00:00,NO PARKING,57.48
U-7ca82fbd,Discovered Unknown,Unknown Hotspot U-0015,Electronic City,12.8418377,77.64605,2116,1758,26,0.0321,0.018,0.2198,133,2024-04-08T07:29:46+00:00,WRONG PARKING,57.38
U-471fb24c,Discovered Unknown,Unknown Hotspot U-0087,HAL Old Airport,12.9631623,77.7171746,2814,2511,25,0.3028,0.027,0.0149,99,2024-04-04T23:54:46+00:00,WRONG PARKING,57.28
U-6bb82507,Discovered Unknown,Unknown Hotspot U-0008,HAL Old Airport,12.9333817,77.6901618,10228,5606,471,0.0772,0.3085,0.038,129,2024-04-06T06:12:46+00:00,NO PARKING,57.24
U-30dbb379,Discovered Unknown,Unknown Hotspot U-0006,HSR Layout,12.9121966,77.6361325,1939,1697,15,0.0072,0.0031,0.2821,125,2024-04-08T00:15:46+00:00,NO PARKING,57.02
N-2d5e02cf,Named Junction,BTP211 - Central Street Junction,Shivajinagar,12.9833849,77.6034593,5373,4573,94,0.0307,0.0637,0.1245,149,2024-04-08T07:07:46+00:00,WRONG PARKING,56.84
U-4d94be43,Discovered Unknown,Unknown Hotspot U-0131,HAL Old Airport,12.9720971,77.7117411,842,790,3,0.304,0.1829,0.1496,90,2024-04-07T22:49:46+00:00,WRONG PARKING,56.81
N-a0b5be6e,Named Junction,BTP051 - Safina Plaza Junction,Shivajinagar,12.981272,77.6087061,15298,11100,398,0.0227,0.0424,0.0741,151,2024-04-08T08:31:46+00:00,WRONG PARKING,56.79
U-dab064f2,Discovered Unknown,Unknown Hotspot U-0025,HAL Old Airport,12.9577853,77.7015538,1846,1592,23,0.1273,0.1809,0.1018,141,2024-04-07T23:53:46+00:00,NO PARKING,56.67
U-58cdb719,Discovered Unknown,Unknown Hotspot U-0044,Banaswadi,12.9935706,77.6625233,902,791,12,0.0443,0.0011,0.3625,93,2024-04-07T08:55:46+00:00,NO PARKING,56.59
U-ee48a596,Discovered Unknown,Unknown Hotspot U-0105,Yeshwanthpura,13.0301249,77.5373951,834,770,3,0.0971,0.3034,0.265,129,2024-04-08T06:04:46+00:00,WRONG PARKING,56.57
U-be9ac128,Discovered Unknown,Unknown Hotspot U-0029,Malleshwaram,13.0115214,77.5539046,5956,4913,86,0.0618,0.0081,0.043,151,2024-04-08T11:49:46+00:00,WRONG PARKING,56.47
N-dd200eff,Named Junction,BTP048 - Shanthala Junction,Chamarajpet,12.9769844,77.5707237,1537,1430,26,0.0234,0.1783,0.2498,120,2024-04-07T21:12:46+00:00,NO PARKING,56.09
U-29d2981c,Discovered Unknown,Unknown Hotspot U-0031,Malleshwaram,13.0003015,77.5710868,9923,8576,122,0.0209,0.0085,0.0364,152,2024-04-08T04:58:46+00:00,WRONG PARKING,55.98
N-a2e845b1,Named Junction,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,13.0078114,77.5546534,2812,2511,35,0.0281,0.0025,0.1387,143,2024-04-08T12:56:46+00:00,WRONG PARKING,55.96
U-bc84c32c,Discovered Unknown,Unknown Hotspot U-0037,Hebbala,13.0355708,77.5890647,3478,2607,55,0.0282,0.0066,0.0742,147,2024-04-08T05:47:46+00:00,NO PARKING,55.95
U-92862bb1,Discovered Unknown,Unknown Hotspot U-0022,Shivajinagar,12.9822757,77.6115233,4301,3513,101,0.0181,0.0258,0.066,146,2024-04-08T07:09:46+00:00,WRONG PARKING,55.86
U-ead68211,Discovered Unknown,Unknown Hotspot U-0047,Ashok Nagar,12.9723267,77.6071685,1582,1320,33,0.0316,0.1018,0.1852,122,2024-04-08T08:07:46+00:00,NO PARKING,55.81
N-1260c0b7,Named Junction,BTP082 - KR Market Junction,Halasuru Gate,12.9648369,77.5794873,796,712,13,0.1332,0.0264,0.3116,117,2024-04-07T19:57:46+00:00,WRONG PARKING,55.77
U-f1b01484,Discovered Unknown,Unknown Hotspot U-0013,K.R. Pura,13.0057366,77.6858728,1334,1257,5,0.0765,0.1222,0.2714,80,2024-04-02T20:21:46+00:00,WRONG PARKING,55.68
U-9abd8ada,Discovered Unknown,Unknown Hotspot U-0079,Mahadevapura,12.9791509,77.6951531,517,449,7,0.4217,0.4352,0.0716,83,2024-04-05T23:38:46+00:00,NO PARKING,55.64
N-bf5f02d2,Named Junction,BTP096 - Gali Anjaneya Temple,Byatarayanapura,12.9525948,77.5412161,972,926,6,0.1121,0.2233,0.3107,111,2024-04-08T04:53:46+00:00,NO PARKING,55.57
U-06bc8d17,Discovered Unknown,Unknown Hotspot U-0012,Jeevanbheemanagar,12.9700529,77.6438927,2038,1754,17,0.0172,0.2763,0.1212,140,2024-04-08T05:23:46+00:00,NO PARKING,55.54
U-ec4a809e,Discovered Unknown,Unknown Hotspot U-0048,Kodigehalli,13.0474972,77.5756205,1076,774,21,0.0669,0.0056,0.2082,102,2024-04-08T09:19:46+00:00,WRONG PARKING,55.5
N-40baa05f,Named Junction,BTP082 - KR Market Junction,V.V.Puram (C.Pet),12.9638974,77.5763361,632,585,26,0.0443,0.0427,0.4778,107,2024-04-07T17:10:46+00:00,WRONG PARKING,55.5
N-01caeca6,Named Junction,BTP137 - Madiwala Traffic PS Junction,Madiwala,12.9233262,77.6198709,596,516,8,0.1896,0.0721,0.3893,107,2024-04-07T19:33:46+00:00,NO PARKING,55.45
U-df287f62,Discovered Unknown,Unknown Hotspot U-0050,Kodigehalli,13.0709986,77.5884522,6155,4588,84,0.0078,0.0431,0.0426,138,2024-04-08T08:08:46+00:00,WRONG PARKING,55.35
N-b0e2bb5c,Named Junction,"BTP083 - AS Char Street, Mysore Road",Chamarajpet,12.9670256,77.5742335,1529,1296,36,0.1086,0.2466,0.0831,129,2024-04-08T03:21:46+00:00,WRONG PARKING,55.35
N-0ac7558d,Named Junction,"BTP080 - NR Road, SP Road Junction",Halasuru Gate,12.9645274,77.5834054,3283,3002,23,0.0664,0.0308,0.0323,144,2024-04-08T01:50:46+00:00,WRONG PARKING,55.14
U-7b0d6efd,Discovered Unknown,Unknown Hotspot U-0003,Pulikeshinagar(F.Town),12.9955252,77.6126859,2045,1726,24,0.021,0.0509,0.1056,128,2024-04-07T22:13:46+00:00,NO PARKING,55.11
N-1d1d9429,Named Junction,BTP043 - Upparpet Junction,City Market,12.970322,77.5758296,1407,1185,30,0.0498,0.0085,0.1194,132,2024-04-07T06:33:46+00:00,WRONG PARKING,54.88
U-a7ba889f,Discovered Unknown,Unknown Hotspot U-0057,Kodigehalli,13.062826,77.5892612,898,811,7,0.0156,0.1448,0.3051,86,2024-04-03T20:54:46+00:00,WRONG PARKING,54.86
U-5acaba4d,Discovered Unknown,Unknown Hotspot U-0199,Bellandur,12.9290428,77.6951259,522,457,10,0.4559,0.6628,0.046,60,2024-04-02T09:51:46+00:00,NO PARKING,54.73
N-5302b13a,Named Junction,BTP020 - Hosahalli Metro Station,Vijayanagara,12.9741947,77.5452736,4035,2265,161,0.004,0.0191,0.0312,122,2024-04-04T11:12:46+00:00,WRONG PARKING,54.65
U-aad3d7ea,Discovered Unknown,Unknown Hotspot U-0138,Chikkajala,13.1215627,77.6311795,294,280,1,0.3197,0.4184,0.4456,44,2024-04-06T03:59:46+00:00,NO PARKING,54.57
N-85c545c1,Named Junction,BTP027 - Modi Bridge Junction,Rajajinagar,12.9992733,77.5493148,2759,1901,102,0.0058,0.0047,0.0395,131,2024-04-08T04:05:46+00:00,WRONG PARKING,54.42
U-6b94da2d,Discovered Unknown,Unknown Hotspot U-0062,HSR Layout,12.9065289,77.63004,1239,1036,16,0.0282,0.1316,0.1453,116,2024-04-06T06:06:46+00:00,WRONG PARKING,54.42
N-51b0b4b8,Named Junction,BTP038 - Mysore Bank Junction,Upparpet,12.9740976,77.5810919,1360,1211,43,0.1074,0.0419,0.0382,126,2024-04-07T04:14:46+00:00,WRONG PARKING,54.3
N-209451fb,Named Junction,BTP108 - Tagore Park Junction,Basavanagudi,12.9439012,77.5714312,1801,1626,16,0.0094,0.0444,0.0999,141,2024-04-08T07:12:46+00:00,WRONG PARKING,54.28
U-0c358023,Discovered Unknown,Unknown Hotspot U-0075,City Market,12.9695834,77.5756911,974,842,29,0.0287,0.0113,0.1109,124,2024-04-07T04:48:46+00:00,WRONG PARKING,54.14
U-2ec3c991,Discovered Unknown,Unknown Hotspot U-0040,HSR Layout,12.9120782,77.6259052,436,402,3,0.1468,0.0436,0.2248,105,2024-04-08T05:19:46+00:00,WRONG PARKING,54.03
U-957aa5df,Discovered Unknown,Unknown Hotspot U-0017,Mahadevapura,12.9955942,77.6956979,1466,1345,10,0.0512,0.3779,0.1235,89,2024-04-08T08:58:46+00:00,NO PARKING,53.77
U-0d3e3ab6,Discovered Unknown,Unknown Hotspot U-0127,Jeevanbheemanagar,12.9717506,77.6580948,1230,927,23,0.0179,0.1423,0.1073,103,2024-04-08T06:11:46+00:00,NO PARKING,53.44
U-e8061dc4,Discovered Unknown,Unknown Hotspot U-0065,Magadi Road,12.9644023,77.5536829,730,604,11,0.0685,0.1438,0.1027,120,2024-04-08T05:53:46+00:00,NO PARKING,53.39
N-b4cf7d8f,Named Junction,BTP023 - Mahalaxmi Layout Entrance,Malleshwaram,13.0099868,77.5499506,868,788,13,0.1959,0.03,0.068,118,2024-04-08T08:14:46+00:00,WRONG PARKING,53.33
N-3a10f2ef,Named Junction,BTP027 - Modi Bridge Junction,Vijayanagara,12.9975336,77.5493687,1173,940,36,0.0196,0.0665,0.0887,120,2024-04-08T09:52:46+00:00,WRONG PARKING,53.11
U-bf936b69,Discovered Unknown,Unknown Hotspot U-0056,Rajajinagar,13.0177174,77.531491,674,558,15,0.1454,0.2774,0.0846,88,2024-04-08T06:12:46+00:00,WRONG PARKING,53.09
N-16171fac,Named Junction,BTP032 - Windsor Circle,High ground,12.9926199,77.5887133,2429,1248,128,0.0045,0.0062,0.086,96,2024-04-07T04:18:46+00:00,WRONG PARKING,53.03
U-783a29c8,Discovered Unknown,Unknown Hotspot U-0068,Sadashivanagar,13.0278618,77.5747026,1227,1079,12,0.0285,0.0261,0.0375,128,2024-04-08T03:53:46+00:00,WRONG PARKING,53.02
U-3dd4f84e,Discovered Unknown,Unknown Hotspot U-0107,Shivajinagar,12.9895231,77.5997852,970,826,13,0.0763,0.0113,0.033,107,2024-04-07T08:04:46+00:00,WRONG PARKING,52.92
N-0aa863b9,Named Junction,BTP074 - Leprosy Hospital Junction,Magadi Road,12.9758469,77.5617957,1047,952,7,0.0468,0.1165,0.0669,125,2024-04-08T05:25:46+00:00,WRONG PARKING,52.53
U-f82498fd,Discovered Unknown,Unknown Hotspot U-0148,Bellandur,12.9213733,77.66647,422,413,4,0.1825,0.0213,0.09,109,2024-04-07T02:47:46+00:00,WRONG PARKING,52.51
N-b129d65d,Named Junction,"BTP070 - Cholurpalya Junction, Magadi Road",Magadi Road,12.9734843,77.5508059,2272,2036,14,0.0114,0.0189,0.0528,113,2024-04-08T09:09:46+00:00,NO PARKING,52.47
N-9e7fd397,Named Junction,BTP135 - UCO Bank Junction,Adugodi,12.9356218,77.6149779,1112,1035,9,0.0333,0.08,0.1457,110,2024-04-08T14:06:46+00:00,NO PARKING,52.44
U-c8445fbe,Discovered Unknown,Unknown Hotspot U-0078,Hulimavu,12.8759634,77.647892,329,238,12,0.3191,0.003,0.1854,49,2024-04-02T20:59:46+00:00,WRONG PARKING,52.36
N-de82a7cc,Named Junction,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,12.9652474,77.5378391,2464,2141,16,0.0248,0.0215,0.0475,107,2024-04-08T04:53:46+00:00,WRONG PARKING,52.24
N-625e9a59,Named Junction,BTP063 - Siddalingaiah Circle,Cubbon Park,12.971578,77.5970112,983,889,12,0.0773,0.0498,0.0692,119,2024-04-08T05:31:46+00:00,NO PARKING,52.24
N-72e57815,Named Junction,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,12.9538253,77.543398,775,706,7,0.0529,0.0916,0.3032,92,2024-04-08T04:55:46+00:00,WRONG PARKING,52.24
U-9b3d93ea,Discovered Unknown,Unknown Hotspot U-0007,Bellandur,12.8997134,77.6754664,605,555,5,0.0182,0.0099,0.2116,84,2024-04-07T05:40:46+00:00,NO PARKING,52.21
N-d95d2bb1,Named Junction,BTP042 - Minsk Square Junction (CTO),Shivajinagar,12.9812429,77.5985292,1880,878,96,0.0096,0.0335,0.0181,101,2024-04-06T05:03:46+00:00,WRONG PARKING,52.15
U-2d7456a0,Discovered Unknown,Unknown Hotspot U-0122,Kodigehalli,13.0500415,77.5931348,478,408,7,0.0711,0.0523,0.2322,70,2024-04-07T02:58:46+00:00,NO PARKING,52.12
U-77faf0f7,Discovered Unknown,Unknown Hotspot U-0077,Rajajinagar,13.0077453,77.5268215,434,343,11,0.1567,0.523,0.0806,98,2024-04-08T06:21:46+00:00,NO PARKING,51.99
N-759526c1,Named Junction,"BTP022 - Marenahalli Junction, Vijayanagar",Vijayanagara,12.9687797,77.5367343,1156,1008,12,0.0104,0.0363,0.0389,124,2024-04-06T23:32:46+00:00,WRONG PARKING,51.91
N-416494df,Named Junction,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,12.9636635,77.642234,745,651,6,0.1128,0.3396,0.2,102,2024-04-08T00:47:46+00:00,NO PARKING,51.88
U-555c9911,Discovered Unknown,Unknown Hotspot U-0051,R.T. Nagar,13.0250599,77.5853057,663,601,8,0.0588,0.0211,0.0468,118,2024-04-07T22:12:46+00:00,WRONG PARKING,51.88
U-d088d7db,Discovered Unknown,Unknown Hotspot U-0089,Pulikeshinagar(F.Town),13.0003886,77.611338,708,634,9,0.0226,0.1511,0.0918,102,2024-04-07T07:26:46+00:00,NO PARKING,51.84
U-453d2275,Discovered Unknown,Unknown Hotspot U-0002,Byatarayanapura,12.9572955,77.5188271,519,491,1,0.0732,0.2755,0.1753,79,2024-04-08T07:04:46+00:00,WRONG PARKING,51.65
N-208e198e,Named Junction,BTP061 - Bhashyam Circle,Rajajinagar,12.9852373,77.5538787,972,746,28,0.0267,0.0021,0.0298,120,2024-04-08T06:39:46+00:00,NO PARKING,51.4
U-665c7113,Discovered Unknown,Unknown Hotspot U-0049,Magadi Road,12.9757349,77.5588195,892,821,5,0.0123,0.0235,0.0314,106,2024-04-07T23:49:46+00:00,NO PARKING,51.34
N-ad1b9d17,Named Junction,BTP205 - Modi Hospital Junction,Vijayanagara,12.9974811,77.5469324,1007,882,24,0.0228,0.0705,0.0655,112,2024-04-07T22:57:46+00:00,WRONG PARKING,51.22
U-377f2922,Discovered Unknown,Unknown Hotspot U-0104,Electronic City,12.8704675,77.6548899,549,356,22,0.0383,0.0929,0.1056,72,2024-04-08T00:51:46+00:00,WRONG PARKING,51.08
U-3cf77393,Discovered Unknown,Unknown Hotspot U-0149,Whitefield,12.9514364,77.7174912,392,344,2,0.2347,0.8291,0.2092,45,2024-04-06T21:41:46+00:00,WRONG PARKING,51.08
U-59dc3a4a,Discovered Unknown,Unknown Hotspot U-0220,Adugodi,12.9322729,77.631756,735,623,9,0.0082,0.0435,0.1741,60,2024-04-07T07:16:46+00:00,NO PARKING,50.88
N-a33038d5,Named Junction,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar,12.9903589,77.553735,638,553,21,0.1912,0.0031,0.0674,89,2024-04-08T08:56:46+00:00,WRONG PARKING,50.37
U-408e8fe6,Discovered Unknown,Unknown Hotspot U-0096,Jnanabharathi,12.9609571,77.5116777,473,441,1,0.0106,0.0423,0.0888,107,2024-04-08T08:28:46+00:00,NO PARKING,50.37
N-8c2cb6a6,Named Junction,BTP118 - Basappa Circle,City Market,12.958261,77.5775772,623,529,9,0.1429,0.0482,0.069,107,2024-04-07T21:57:46+00:00,WRONG PARKING,50.32
N-3644eecf,Named Junction,BTP008 - Navarang Theatre,Malleshwaram,12.9985781,77.5530362,966,892,19,0.0186,0.0041,0.0528,111,2024-04-08T05:01:46+00:00,WRONG PARKING,50.29
U-10742d64,Discovered Unknown,Unknown Hotspot U-0085,Mico Layout,12.9308782,77.6065274,363,226,15,0.0055,0.0441,0.2204,74,2024-04-06T20:33:46+00:00,NO PARKING,50.23
N-7d24ee8a,Named Junction,BTP071 - Prasanna Junction,Magadi Road,12.9743695,77.5520342,721,682,7,0.0416,0.0153,0.0291,120,2024-04-08T04:05:46+00:00,NO PARKING,49.93
U-782f6fa3,Discovered Unknown,Unknown Hotspot U-0192,Peenya,13.0399003,77.5185571,330,309,0,0.1788,0.1848,0.1242,70,2024-04-06T03:55:46+00:00,NO PARKING,49.92
N-33d460f0,Named Junction,"BTP182 - 19th Main Junction, Rajajinagar",Malleshwaram,12.9996773,77.5506575,1091,917,20,0.0119,0.0018,0.0247,103,2024-04-07T03:19:46+00:00,WRONG PARKING,49.79
U-f8c666a8,Discovered Unknown,Unknown Hotspot U-0032,Shivajinagar,12.9856442,77.60551,434,423,6,0.0507,0.023,0.0876,85,2024-04-08T06:15:46+00:00,WRONG PARKING,49.79
U-8ebbc584,Discovered Unknown,Unknown Hotspot U-0109,Hulimavu,12.8762578,77.5959812,523,387,10,0.0134,0.0019,0.1606,52,2024-04-07T05:59:46+00:00,NO PARKING,49.69
N-29abb4cd,Named Junction,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Rajajinagar,12.9905298,77.5516247,374,252,32,0.2941,0.1658,0.0936,71,2024-04-07T22:13:46+00:00,WRONG PARKING,49.64
U-2e9c668b,Discovered Unknown,Unknown Hotspot U-0111,Kodigehalli,13.058396,77.592314,309,271,3,0.0388,0.0356,0.2104,82,2024-04-08T05:55:46+00:00,WRONG PARKING,49.6
N-6277ce3c,Named Junction,"BTP026 - 1st Block Junction, Rajajinagar",Malleshwaram,13.0024745,77.5501316,1039,895,17,0.0231,0.001,0.0404,96,2024-04-07T03:01:46+00:00,WRONG PARKING,49.52
N-e40a01aa,Named Junction,BTP023 - Mahalaxmi Layout Entrance,Rajajinagar,13.0080386,77.5485167,939,593,34,0.0277,0.0096,0.0138,103,2024-04-08T05:01:46+00:00,WRONG PARKING,49.47
N-860b5ce5,Named Junction,BTP010 - Rajajinagar Entrance,Magadi Road,12.9813152,77.559714,623,600,4,0.061,0.0803,0.0337,114,2024-04-05T07:08:46+00:00,NO PARKING,49.13
U-05cc6c28,Discovered Unknown,Unknown Hotspot U-0081,K.G. Halli,13.0352492,77.6244475,474,333,12,0.2363,0.0063,0.0127,39,2024-03-15T04:04:46+00:00,NO PARKING,49.03
N-ad689fd9,Named Junction,BTP028 - Vijayanagar Bus Stand Junction,Vijayanagara,12.9725692,77.5380619,753,690,6,0.0159,0.0252,0.1049,98,2024-04-05T00:48:46+00:00,WRONG PARKING,48.91
U-fcb30519,Discovered Unknown,Unknown Hotspot U-0121,Yeshwanthpura,13.0189052,77.5577103,401,343,3,0.0574,0.1471,0.0998,72,2024-03-30T21:47:46+00:00,NO PARKING,48.81
N-f67b4e1e,Named Junction,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,12.9799118,77.5546504,425,393,4,0.0988,0.0847,0.0988,112,2024-04-08T04:41:46+00:00,NO PARKING,48.79
N-8c293a82,Named Junction,BTP192 - Urvashi Theater,Wilson Garden,12.9566555,77.5861343,469,442,5,0.0405,0.0171,0.0597,124,2024-04-08T02:35:46+00:00,NO PARKING,48.74
U-6aedc9d1,Discovered Unknown,Unknown Hotspot U-0161,Bellandur,12.9130291,77.6796335,375,364,0,0.0347,0.016,0.0827,95,2024-04-08T07:43:46+00:00,NO PARKING,48.73
U-445a1ce2,Discovered Unknown,Unknown Hotspot U-0034,Jeevanbheemanagar,12.9783357,77.6400747,523,449,5,0.0268,0.26,0.0153,70,2024-04-06T04:50:46+00:00,NO PARKING,48.55
U-b6f5dc4d,Discovered Unknown,Unknown Hotspot U-0010,Peenya,13.0453957,77.5071079,257,243,0,0.0739,0.0272,0.1362,87,2024-04-05T23:53:46+00:00,WRONG PARKING,48.55
U-3ea59f70,Discovered Unknown,Unknown Hotspot U-0011,Sheshadripuram,12.9964644,77.5627319,629,408,22,0.0127,0.0095,0.027,53,2024-04-06T05:08:46+00:00,NO PARKING,48.51
N-595a75cd,Named Junction,"BTP123 - 10th Cross, Wilson Garden",Wilson Garden,12.9460309,77.5960577,528,460,10,0.0455,0.0019,0.089,108,2024-04-08T06:23:46+00:00,NO PARKING,48.48
U-5e3433f6,Discovered Unknown,Unknown Hotspot U-0054,Whitefield,12.9874324,77.7345597,678,520,2,0.0074,0.9071,0.0678,51,2024-04-07T06:26:46+00:00,PARKING ON FOOTPATH,48.45
N-d04dce8f,Named Junction,BTP054 - Shivananda Circle,High ground,12.9856733,77.579324,589,559,4,0.0526,0.034,0.0492,111,2024-04-07T00:27:46+00:00,NO PARKING,48.34
U-44c92018,Discovered Unknown,Unknown Hotspot U-0073,Yeshwanthpura,13.0274434,77.5428048,415,321,2,0.0458,0.1108,0.0916,69,2024-04-06T07:08:46+00:00,NO PARKING,48.3
U-19991bc5,Discovered Unknown,Unknown Hotspot U-0039,Rajajinagar,13.0221448,77.5325787,150,148,0,0.24,0.1333,0.2067,69,2024-04-08T06:11:46+00:00,WRONG PARKING,48.18
U-80f6a952,Discovered Unknown,Unknown Hotspot U-0053,Mico Layout,12.9271022,77.6090337,173,164,4,0.3295,0.7803,0.0694,63,2024-04-05T09:05:46+00:00,WRONG PARKING,48.11
U-5d0c34b7,Discovered Unknown,Unknown Hotspot U-0146,Basavanagudi,12.9416511,77.5670856,443,415,0,0.0113,0.0135,0.0226,84,2024-04-07T23:09:46+00:00,NO PARKING,48.08
N-10abc89c,Named Junction,BTP058 - Subbanna Junction,High ground,12.9820504,77.5774681,359,340,6,0.2813,0.0251,0.117,75,2024-04-04T05:41:46+00:00,WRONG PARKING,48.07
U-bd4b0f79,Discovered Unknown,Unknown Hotspot U-0067,Bellandur,12.9174004,77.6722529,299,289,0,0.0702,0.1973,0.0702,85,2024-04-08T07:35:46+00:00,WRONG PARKING,47.85
N-0697d3ec,Named Junction,BTP038 - Mysore Bank Junction,Halasuru Gate,12.972215,77.5817617,594,562,6,0.0589,0.0135,0.0118,110,2024-04-07T04:25:46+00:00,WRONG PARKING,47.84
N-ecd37ab6,Named Junction,BTP027 - Modi Bridge Junction,Malleshwaram,12.9997609,77.5499271,652,593,28,0.0046,0.0046,0.0491,93,2024-04-08T04:06:46+00:00,WRONG PARKING,47.75
N-d371794f,Named Junction,BTP098 - Nayandahalli Junction,Byatarayanapura,12.9448236,77.5276846,206,199,0,0.4854,0.3786,0.1942,57,2024-04-05T21:40:46+00:00,NO PARKING,47.64
U-4eaba823,Discovered Unknown,Unknown Hotspot U-0135,Wilson Garden,12.937714,77.5851459,280,267,0,0.0,0.0607,0.1679,75,2024-04-06T06:42:46+00:00,NO PARKING,47.53
U-46fbc160,Discovered Unknown,Unknown Hotspot U-0144,Hulimavu,12.8807142,77.6450725,155,109,15,0.3032,0.0,0.0839,41,2024-03-26T22:09:46+00:00,WRONG PARKING,47.48
N-936fc9f8,Named Junction,BTP069 - MC Circle,Vijayanagara,12.9744703,77.5472796,819,692,30,0.0085,0.0574,0.0366,72,2024-04-05T21:40:46+00:00,WRONG PARKING,47.37
